일자,시가,고가,저가,종가,MACD 기준선 매수,매수청산,매도,매도청산,
2005/05/30,0.76105,0.7626,0.7469,0.75655,0,0,0,0,
2005/05/23,0.76366,0.7639,0.7536,0.75845,0,0,0,0,
2005/05/16,0.77069,0.77069,0.7518,0.75662,0,0,0,0,
2005/05/09,0.77475,0.7773,0.7587,0.76663,0,0.76663,0.76663,0,
2005/05/02,0.77417,0.7806,0.77,0.77533,0,0,0,0,
2005/04/25,0.77046,0.7819,0.77046,0.77787,0.77787,0,0,0.77787,
2005/04/18,0.76938,0.7805,0.7606,0.77155,0,0,0,0,
2005/04/11,0.77048,0.777,0.7622,0.76828,0,0,0,0,
2005/04/04,0.77534,0.77534,0.7588,0.76563,0,0,0,0,
2005/03/28,0.78319,0.78319,0.7624,0.7675,0,0,0,0,
2005/03/21,0.78855,0.7895,0.7653,0.77782,0,0.77782,0.77782,0,
2005/03/14,0.78783,0.7936,0.7817,0.78927,0,0,0,0,
2005/03/07,0.78423,0.7985,0.78423,0.79143,0,0,0,0,
2005/02/28,0.78205,0.7936,0.7763,0.7864,0,0,0,0,
2005/02/21,0.77728,0.7945,0.77728,0.78683,0,0,0,0,
2005/02/14,0.77044,0.7884,0.77044,0.78412,0,0,0,0,
2005/02/07,0.76732,0.785,0.7591,0.77355,0,0,0,0,
2005/01/31,0.76447,0.7766,0.76447,0.77018,0,0,0,0,
2005/01/24,0.76017,0.7762,0.7601,0.76877,0.76877,0,0,0.76877,
2005/01/17,0.76092,0.7691,0.7475,0.75943,0,0,0,0,
2005/01/10,0.76514,0.7661,0.7515,0.7567,0,0,0,0,
2005/01/03,0.76663,0.7796,0.7503,0.76365,0,0.76365,0.76365,0,
2004/12/27,0.76164,0.7801,0.76164,0.77163,0.77163,0,0,0.77163,
2004/12/20,0.76266,0.7634,0.757,0.76063,0,0,0,0,
2004/12/13,0.77117,0.77117,0.7472,0.75415,0,0,0,0,
2004/12/06,0.77823,0.7819,0.7434,0.7641,0,0.7641,0.7641,0,
2004/11/29,0.77486,0.7892,0.7688,0.7816,0,0,0,0,
2004/11/22,0.76413,0.7938,0.76413,0.7856,0,0,0,0,
2004/11/15,0.75265,0.7849,0.75265,0.7756,0,0,0,0,
2004/11/08,0.74278,0.7681,0.74278,0.76253,0,0,0,0,
2004/11/01,0.73348,0.7608,0.73348,0.75208,0,0,0,0,
2004/10/25,0.72578,0.7478,0.72578,0.74118,0,0,0,0,
2004/10/18,0.72173,0.7379,0.7185,0.72982,0,0,0,0,
2004/10/11,0.71554,0.7347,0.71554,0.72793,0,0,0,0,
2004/10/04,0.70679,0.7323,0.70679,0.7243,0,0,0,0,
2004/09/27,0.69875,0.7238,0.69875,0.71483,0,0,0,0,
2004/09/20,0.69627,0.712,0.6918,0.70122,0.70122,0,0,0.70122,
2004/09/13,0.69863,0.6989,0.6875,0.6939,0,0,0,0,
2004/09/07,0.70427,0.70427,0.685,0.693,0,0,0,0,
2004/08/30,0.71238,0.71238,0.6884,0.69615,0,0.69615,0.69615,0,
2004/08/23,0.71349,0.722,0.6985,0.71127,0,0,0,0,
2004/08/16,0.70908,0.7245,0.70908,0.7179,0,0,0,0,
2004/08/09,0.70654,0.7172,0.7037,0.71162,0.71162,0,0,0.71162,
2004/08/02,0.70781,0.7131,0.6961,0.70527,0,0,0,0,
2004/07/26,0.71476,0.71476,0.69,0.70085,0,0.70085,0.70085,0,
2004/07/19,0.71268,0.7304,0.7036,0.71685,0,0,0,0,
2004/07/12,0.70298,0.7285,0.70298,0.72237,0,0,0,0,
2004/07/05,0.69326,0.7193,0.69326,0.7127,0,0,0,0,
2004/06/28,0.68819,0.7085,0.6821,0.69832,0.69832,0,0,0.69832,
2004/06/21,0.68804,0.6967,0.6784,0.68835,0,0,0,0,
2004/06/14,0.6928,0.6928,0.673,0.68327,0,0,0,0,
2004/06/07,0.6953,0.7002,0.6791,0.6903,0,0.6903,0.6903,0,
2004/05/31,0.6947,0.7103,0.6772,0.6959,0.6959,0,0,0.6959,
2004/05/24,0.69164,0.7104,0.6874,0.69775,0,0,0,0,
2004/05/17,0.69899,0.69899,0.6723,0.6843,0,0,0,0,
2004/05/10,0.71433,0.71433,0.6746,0.68365,0,0,0,0,
2004/05/03,0.72328,0.72328,0.6946,0.70537,0,0,0,0,
2004/04/26,0.73248,0.73248,0.7029,0.71408,0,0,0,0,
2004/04/19,0.73936,0.73936,0.7132,0.7256,0,0.7256,0.7256,0,
2004/04/12,0.74055,0.7539,0.7177,0.73818,0,0,0,0,
2004/04/05,0.73599,0.7552,0.73599,0.7451,0,0,0,0,
2004/03/29,0.73171,0.755,0.7307,0.74028,0.74028,0,0,0.74028,
2004/03/22,0.73269,0.7398,0.7235,0.73072,0,0,0,0,
2004/03/15,0.73945,0.73945,0.7137,0.72593,0,0,0,0,
2004/03/08,0.75064,0.75064,0.7141,0.72825,0,0,0,0,
2004/03/01,0.75578,0.75578,0.733,0.7455,0,0.7455,0.7455,0,
2004/02/23,0.75724,0.7607,0.7507,0.75433,0,0,0,0,
2004/02/16,0.75361,0.7784,0.7482,0.76087,0,0,0,0,
2004/02/09,0.74504,0.769,0.74504,0.76218,0.76218,0,0,0.76218,
2004/02/02,0.74708,0.7493,0.7367,0.743,0,0,0.743,0,
2004/01/26,0.74675,0.7582,0.7396,0.7474,0,0,0,0,
2004/01/19,0.74562,0.7575,0.7412,0.74787,0,0,0,0,
2004/01/12,0.74318,0.7557,0.7407,0.74808, , , , ,
2004/01/05,0.7367,0.7539,0.7367,0.74965, , , , ,
2004/01/02,0.7367,0.7367,0.7367,0.7367, , , , ,
,,,,,,,,,
